transaction_id,transaction_date,description,amount,balance,reference_number,transaction_type,channel,currency
,2025-07-19,Form now then watch certain.,,46611.59,REF895TW090,DEBIT,ATM,USD
TXN000985,2025-07-09,Onto simple audience as including claim.,4668.62,35365.08,REF339PF220,DEBIT,ONLINE,USD
TXN000986,2025-07-13,Forward behind idea red.,-1509.88,49102.11,REF666lg725,CREDIT,MOBILE,USD
TXN000987,2025-07-21,Great religious these matter continue.,-2105.52,34773.25,REF633CW515,CREDIT,ONLINE,USD
TXN000988,2025-07-06,Model after paper word.,8479.95,24779.8,REF051aa208,CREDIT,BRANCH,USD
TXN000989,2025-07-15,His agree toward nor teacher western.,5455.57,10299.02,REF397wg283,DEBIT,BRANCH,USD
TXN000990,2025-07-08,Outside off through relationship.,5986.04,14490.9,REF282cI709,DEBIT,ATM,USD
TXN000991,2025-07-14,Southern find fact give.,-2674.62,15487.96,REF298mM217,CREDIT,BRANCH,USD
TXN000992,2025-07-12,Young turn visit up.,-4989.2,32263.28,REF867vp181,CREDIT,ONLINE,USD
TXN000993,2025-07-26,Center whether make some among around.,-4719.2,42984.64,REF791HK815,DEBIT,BRANCH,USD
TXN000994,2025-07-21,Reduce miss series poor executive career shake.,,48390.99,REF466Fb661,CREDIT,ONLINE,USD
TXN000995,2025-07-14,Bit night participant fill yeah side side.,5248.36,38520.97,REF080LV314,DEBIT,BRANCH,USD
TXN000996,2025-07-08,Myself political school move another field could.,1147.07,16779.18,REF806Gx882,DEBIT,ATM,USD
TXN000997,2025-06-29,Treat better wear.,7527.9,7358.94,REF351KO373,DEBIT,ONLINE,USD
TXN000998,2025-07-01,Administration two deal ready under above drive sport.,2280.55,5838.93,REF526cj356,CREDIT,MOBILE,USD
TXN000999,2025-07-14,Out perform election two.,4359.56,29924.74,REF943AA460,DEBIT,BRANCH,USD
TXN001000,2025-07-05,Everything too stage major outside phone.,4089.3,4472.82,REF607Oh231,DEBIT,MOBILE,USD
